1253|Tie That Binds, The (1995)|1995|17|3
1254|Gone Fishin' (1997)|1997|6|10
1255|Broken English (1996)|1997|9|8
1256|Designated Mourner, The (1997)|1997|9|3
1257|Designated Mourner, The (1997)|1997|9|3
1258|Trial and Error (1997)|1997|6|19
1259|Pie in the Sky (1995)|1996|6|2
1260|Total Eclipse (1995)|1995|9|3
1261|Run of the Country, The (1995)|1995|9|3
1262|Walking and Talking (1996)|1996|15|6
1263|Foxfire (1996)|1996|9|10
1264|Nothing to Lose (1994)|1996|9|6
1265|Star Maps (1997)|1997|9|16
1266|Bread and Chocolate (Pane e cioccolata) (1973)|1973|9|10
1267|Clockers (1995)|1995|9|27
1268|Bitter Moon (1992)|1992|9|9
1269|Love in the Afternoon (1957)|1957|6|9
1270|Life with Mikey (1993)|1993|6|6
1271|North (1994)|1994|6|6
1272|Talking About Sex (1994)|1994|6|3
1273|Color of Night (1994)|1994|9|13
1274|Robocop 3 (1993)|1993|16|8
1275|Killer (Bulletproof Heart) (1994)|1994|17|3
1276|Sunset Park (1996)|1996|9|7
1277|Set It Off (1996)|1996|2|16
1278|Selena (1997)|1997|9|14
1279|Wild America (1997)|1997|3|8
1280|Gang Related (1997)|1997|7|16
1281|Manny & Lo (1996)|1996|9|10
1282|Grass Harp, The (1995)|1996|9|8
1283|Out to Sea (1997)|1997|6|14
1284|Before and After (1996)|1996|9|22
1285|Princess Caraboo (1994)|1994|9|13
1286|Shall We Dance? (1937)|1937|6|12
1287|Ed (1996)|1996|6|6
1288|Denise Calls Up (1995)|1996|6|6
1289|Jack and Sarah (1995)|1996|15|4
1290|Country Life (1994)|1994|9|2
1291|Celtic Pride (1996)|1996|6|13
1292|Simple Wish, A (1997)|1997|5|2
1293|Star Kid (1997)|1998|3|3
1294|Ayn Rand: A Sense of Life (1997)|1998|8|5
1295|Kicked in the Head (1997)|1997|6|5
1296|Indian Summer (1996)|1996|6|18
1297|Love Affair (1994)|1994|9|11
1298|Band Wagon, The (1953)|1953|6|5
1299|Penny Serenade (1941)|1941|9|6
1300|'Til There Was You (1997)|1997|9|6
1301|Stripes (1981)|1981|6|4
1302|Late Bloomers (1996)|1997|6|4
1303|Getaway, The (1994)|1994|2|16
1304|New York Cop (1996)|1996|2|2
1305|National Lampoon's Senior Trip (1995)|1995|6|6
1306|Delta of Venus (1994)|1994|9|1
1307|Carmen Miranda: Bananas Is My Business (1994)|1994|8|1
1308|Babyfever (1994)|1994|6|2
1309|Very Natural Thing, A (1974)|1974|9|0
1310|Walk in the Sun, A (1945)|1945|9|0
1311|Waiting to Exhale (1995)|1996|6|16
1312|Pompatus of Love, The (1996)|1996|6|4
1313|Palmetto (1998)|1998|11|11
1314|Surviving the Game (1994)|1994|2|6
1315|Inventing the Abbotts (1997)|1997|9|20
1316|Horse Whisperer, The (1998)|1997|9|3
1317|Journey of August King, The (1995)|1996|9|3
1318|Catwalk (1995)|1996|8|1
1319|Neon Bible, The (1995)|1996|9|4
1320|Homage (1995)|1996|9|0
1321|Open Season (1996)|1996|6|2
1322|Metisse (Caf� au Lait) (1993)|1993|6|4
1323|Wooden Man's Bride, The (Wu Kui) (1994)|1994|9|3
1324|Loaded (1994)|1996|9|4
1325|August (1996)|1996|9|1
1326|Boys (1996)|1996|9|6
1327|Captives (1994)|1994|9|2
1328|Of Love and Shadows (1994)|1996|9|5
1329|Low Life, The (1994)|1996|9|1
1330|An Unforgettable Summer (1994)|1994|9|3
1331|Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)|1995|8|4
1332|My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)|1993|9|1
1333|Midnight Dancers (Sibak) (1994)|1994|6|4
1334|Somebody to Love (1994)|1996|9|1
1335|American Buffalo (1996)|1996|9|11
1336|Kazaam (1996)|1996|5|7
1337|Larger Than Life (1996)|1996|6|9
1338|Two Deaths (1995)|1996|9|3
1339|Stefano Quantestorie (1993)|1993|6|1
1340|Crude Oasis, The (1995)|1995|15|1
1341|Hedd Wyn (1992)|1992|9|1
1342|Convent, The (Convento, O) (1995)|1996|9|1
1343|Lotto Land (1995)|1995|9|0
1344|Story of Xinghua, The (1993)|1993|9|4
1345|Day the Sun Turned Cold, The (Tianguo niezi) (1994)|1994|9|2
1346|Dingo (1992)|1992|9|2
1347|Ballad of Narayama, The (Narayama Bushiko) (1958)|1958|9|3
1348|Every Other Weekend (1990)|1990|9|0
1349|Mille bolle blu (1993)|1993|6|1
1350|Crows and Sparrows (1949)|1949|9|1
1351|Lover's Knot (1996)|1996|6|2
1352|Shadow of Angels (Schatten der Engel) (1976)|1976|9|1
1353|1-900 (1994)|1994|15|3
1354|Venice/Venice (1992)|1992|9|1
1355|Infinity (1996)|1996|9|6
1356|Ed's Next Move (1996)|1996|6|3
1357|For the Moment (1994)|1994|15|1
1358|The Deadly Cure (1996)|1996|2|2
1359|Boys in Venice (1996)|1996|9|2
1360|Sexual Life of the Belgians, The (1994)|1994|6|1
1361|Search for One-eye Jimmy, The (1996)|1996|6|2
1362|American Strays (1996)|1996|2|1
1363|Leopard Son, The (1996)|1996|8|1
1364|Bird of Prey (1996)|1996|2|0
1365|Johnny 100 Pesos (1993)|1993|2|2
1366|JLG/JLG - autoportrait de d�cembre (1994)|1994|8|1
1367|Faust (1994)|1994|4|3
1368|Mina Tannenbaum (1994)|1994|9|4
1369|Forbidden Christ, The (Cristo proibito, Il) (1950)|1950|9|3
1370|I Can't Sleep (J'ai pas sommeil) (1994)|1994|9|2
1371|Machine, The (1994)|1994|6|1
1372|Stranger, The (1994)|1994|2|2
1373|Good Morning (1971)|1971|1|0
1374|Falling in Love Again (1980)|1980|6|1
1375|Cement Garden, The (1993)|1993|9|9
1376|Meet Wally Sparks (1997)|1997|6|4
1377|Hotel de Love (1996)|1997|6|3
1378|Rhyme & Reason (1997)|1997|8|3
1379|Love and Other Catastrophes (1996)|1997|15|6
1380|Hollow Reed (1996)|1997|9|6
1381|Losing Chase (1996)|1996|9|8
1382|Bonheur, Le (1965)|1997|9|4
1383|Second Jungle Book: Mowgli & Baloo, The (1997)|1997|3|5
1384|Squeeze (1996)|1997|9|2
1385|Roseanna's Grave (For Roseanna) (1997)|1997|6|4
1386|Tetsuo II: Body Hammer (1992)|1997|16|5
1387|Fall (1997)|1997|15|2
1388|Gabbeh (1996)|1997|9|5
1389|Mondo (1996)|1997|9|3
1390|Innocent Sleep, The (1995)|1997|7|1
1391|For Ever Mozart (1996)|1997|9|3
1392|Locusts, The (1997)|1997|9|4
1393|Stag (1997)|1997|2|6
1394|Swept from the Sea (1997)|1997|15|6
1395|Hurricane Streets (1998)|1998|9|5
1396|Stonewall (1995)|1996|9|4
1397|Of Human Bondage (1934)|1934|9|3
1398|Anna (1996)|1996|9|1
1399|Stranger in the House (1997)|1997|17|7
1400|Picture Bride (1995)|1995|9|8
1401|M. Butterfly (1993)|1993|9|13
1402|Ciao, Professore! (1993)|1993|9|4
1403|Caro Diario (Dear Diary) (1994)|1994|6|3
1404|Withnail and I (1987)|1987|6|10
1405|Boy's Life 2 (1997)|1997|9|5
1406|When Night Is Falling (1995)|1995|9|4
1407|Specialist, The (1994)|1994|2|17
1408|Gordy (1995)|1995|6|3
1409|Swan Princess, The (1994)|1994|4|5
1410|Harlem (1993)|1993|9|4
1411|Barbarella (1968)|1968|3|20
1412|Land Before Time III: The Time of the Great Giving (1995) (V)|1995|4|6
1413|Street Fighter (1994)|1994|2|7
1414|Coldblooded (1995)|1995|2|1
1415|Next Karate Kid, The (1994)|1994|2|9
1416|No Escape (1994)|1994|2|4
1417|Turning, The (1992)|1997|9|1
1418|Joy Luck Club, The (1993)|1993|9|2
1419|Highlander III: The Sorcerer (1994)|1994|2|14
1420|Gilligan's Island: The Movie (1998)|1997|6|3
1421|My Crazy Life (Mi vida loca) (1993)|1993|9|9
1422|Suture (1993)|1993|11|4
1423|Walking Dead, The (1995)|1995|9|4
1424|I Like It Like That (1994)|1994|6|1
1425|I'll Do Anything (1994)|1994|6|8
1426|Grace of My Heart (1996)|1996|6|8
1427|Drunks (1995)|1996|9|4
1428|SubUrbia (1997)|1997|6|11
1429|Sliding Doors (1998)|1998|9|4
1430|Ill Gotten Gains (1997)|1997|9|2
1431|Legal Deceit (1997)|1997|17|5
1432|Mighty, The (1998)|1998|9|2
1433|Men of Means (1998)|1997|2|2
1434|Shooting Fish (1997)|1998|15|9
1435|Steal Big, Steal Little (1995)|1995|6|6
1436|Mr. Jones (1993)|1993|9|1
1437|House Party 3 (1994)|1994|6|9
1438|Panther (1995)|1995|9|3
1439|Jason's Lyric (1994)|1994|7|6
1440|Above the Rim (1994)|1994|9|5
1441|Moonlight and Valentino (1995)|1995|9|5
1442|Scarlet Letter, The (1995)|1995|9|4
1443|8 Seconds (1994)|1994|9|3
1444|That Darn Cat! (1965)|1965|5|15
1445|Ladybird Ladybird (1994)|1994|9|4
1446|Bye Bye, Love (1995)|1995|6|13
1447|Century (1993)|1993|9|1
1448|My Favorite Season (1993)|1996|9|3
1449|Pather Panchali (1955)|1996|9|7
1450|Golden Earrings (1947)|1947|3|1
1451|Foreign Correspondent (1940)|1940|17|11
1452|Lady of Burlesque (1943)|1943|6|1
1453|Angel on My Shoulder (1946)|1946|7|1
1454|Angel and the Badman (1947)|1947|19|5
1455|Outlaw, The (1943)|1943|19|1
1456|Beat the Devil (1954)|1954|6|5
1457|Love Is All There Is (1996)|1996|6|0
1458|Damsel in Distress, A (1937)|1937|6|0
1459|Madame Butterfly (1995)|1996|13|3
1460|Sleepover (1995)|1996|6|1
1461|Here Comes Cookie (1935)|1935|6|1
1462|Thieves (Voleurs, Les) (1996)|1996|7|5
1463|Boys, Les (1997)|1997|6|2
1464|Stars Fell on Henrietta, The (1995)|1995|9|2
1465|Last Summer in the Hamptons (1995)|1995|6|3
1466|Margaret's Museum (1995)|1995|9|5
1467|Saint of Fort Washington, The (1993)|1993|9|2
1468|Cure, The (1995)|1995|9|6
1469|Tom and Huck (1995)|1995|3|10
1470|Gumby: The Movie (1995)|1995|4|4
1471|Hideaway (1995)|1995|17|5
1472|Visitors, The (Visiteurs, Les) (1993)|1996|6|2
1473|Little Princess, The (1939)|1939|5|8
1474|Nina Takes a Lover (1994)|1994|6|6
1475|Bhaji on the Beach (1993)|1993|6|8
1476|Raw Deal (1948)|1948|11|1
1477|Nightwatch (1997)|1997|12|1
1478|Dead Presidents (1995)|1995|2|15
1479|Reckless (1995)|1995|6|6
1480|Herbie Rides Again (1974)|1974|3|10
1481|S.F.W. (1994)|1994|9|2
1482|Gate of Heavenly Peace, The (1995)|1996|8|1
1483|Man in the Iron Mask, The (1998)|1998|2|12
1484|Jerky Boys, The (1994)|1994|2|2
1485|Colonel Chabert, Le (1994)|1994|9|3
1486|Girl in the Cadillac (1995)|1995|9|1
1487|Even Cowgirls Get the Blues (1993)|1993|6|3
1488|Germinal (1993)|1993|9|4
1489|Chasers (1994)|1994|6|4
1490|Fausto (1993)|1993|6|3
1491|Tough and Deadly (1995)|1995|2|2
1492|Window to Paris (1994)|1994|6|0
1493|Modern Affair, A (1995)|1996|15|0
1494|Mostro, Il (1994)|1996|6|1
1495|Flirt (1995)|1996|9|3
1496|Carpool (1996)|1996|6|5
1497|Line King: Al Hirschfeld, The (1996)|1996|8|1
1498|Farmer & Chase (1995)|1997|6|0
1499|Grosse Fatigue (1994)|1994|6|4
1500|Santa with Muscles (1996)|1996|6|1
1501|Prisoner of the Mountains (Kavkazsky Plennik) (1996)|1997|18|4
1502|Naked in New York (1994)|1994|6|2
1503|Gold Diggers: The Secret of Bear Mountain (1995)|1995|3|5
1504|Bewegte Mann, Der (1994)|1996|6|2
1505|Killer: A Journal of Murder (1995)|1996|7|0
1506|Nelly & Monsieur Arnaud (1995)|1996|9|3
1507|Three Lives and Only One Death (1996)|1996|6|1
1508|Babysitter, The (1995)|1995|9|2
1509|Getting Even with Dad (1994)|1994|6|5
1510|Mad Dog Time (1996)|1996|7|1
1511|Children of the Revolution (1996)|1997|6|5
1512|World of Apu, The (Apur Sansar) (1959)|1996|9|6
1513|Sprung (1997)|1997|6|3
1514|Dream With the Fishes (1997)|1997|9|7
1515|Wings of Courage (1995)|1995|3|1
1516|Wedding Gift, The (1994)|1994|9|3
1517|Race the Sun (1996)|1996|9|3
1518|Losing Isaiah (1995)|1995|9|10
1519|New Jersey Drive (1995)|1995|7|1
1520|Fear, The (1995)|1995|12|0
1521|Mr. Wonderful (1993)|1993|6|3
1522|Trial by Jury (1994)|1994|17|6
1523|Good Man in Africa, A (1994)|1994|2|2
1524|Kaspar Hauser (1993)|1996|9|6
1525|Object of My Affection, The (1998)|1998|6|1
1526|Witness (1985)|1985|9|1
1527|Senseless (1998)|1998|6|6
1528|Nowhere (1997)|1997|9|3
1529|Underground (1995)|1996|18|4
1530|Jefferson in Paris (1995)|1995|9|4
1531|Far From Home: The Adventures of Yellow Dog (1995)|1995|3|6
1532|Foreign Student (1994)|1994|9|2
1533|I Don't Want to Talk About It (De eso no se habla) (1993)|1993|9|0
1534|Twin Town (1997)|1997|6|5
1535|Enfer, L' (1994)|1994|9|4
1536|Aiqing wansui (1994)|1996|9|0
1537|Cosi (1996)|1997|6|4
1538|All Over Me (1997)|1997|9|2
1539|Being Human (1993)|1993|9|4
1540|Amazing Panda Adventure, The (1995)|1995|3|10
1541|Beans of Egypt, Maine, The (1994)|1994|9|2
1542|Scarlet Letter, The (1926)|1926|9|2
1543|Johns (1996)|1996|9|0
1544|It Takes Two (1995)|1995|6|3
1545|Frankie Starlight (1995)|1995|9|4
1546|Shadows (Cienie) (1988)|1988|9|1
1547|Show, The (1995)|1995|8|2
1548|The Courtyard (1995)|1995|2|1
1549|Dream Man (1995)|1995|17|2
1550|Destiny Turns on the Radio (1995)|1995|6|1
1551|Glass Shield, The (1994)|1994|9|2
1552|Hunted, The (1995)|1995|2|3
1553|Underneath, The (1995)|1995|14|4
1554|Safe Passage (1994)|1994|9|1
1555|Secret Adventures of Tom Thumb, The (1993)|1993|3|4
1556|Condition Red (1995)|1995|2|2
1557|Yankee Zulu (1994)|1996|6|0
1558|Aparajito (1956)|1996|9|7
1559|Hostile Intentions (1994)|1994|2|1
1560|Clean Slate (Coup de Torchon) (1981)|1981|7|4
1561|Tigrero: A Film That Was Never Made (1994)|1994|8|0
1562|Eye of Vichy, The (Oeil de Vichy, L') (1993)|1993|8|0
1563|Promise, The (Versprechen, Das) (1994)|1994|15|0
1564|To Cross the Rubicon (1991)|1991|9|1
1565|Daens (1992)|1992|9|0
1566|Man from Down Under, The (1943)|1943|9|1
1567|Careful (1992)|1992|6|1
1568|Vermont Is For Lovers (1992)|1992|6|1
1569|Vie est belle, La (Life is Rosey) (1987)|1987|6|1
1570|Quartier Mozart (1992)|1992|6|1
1571|Touki Bouki (Journey of the Hyena) (1973)|1973|9|1
1572|Wend Kuuni (God's Gift) (1982)|1982|9|1
1573|Spirits of the Dead (Tre passi nel delirio) (1968)|1968|12|2
1574|Pharaoh's Army (1995)|1995|18|1
1575|I, Worst of All (Yo, la peor de todas) (1990)|1990|9|1
1576|Hungarian Fairy Tale, A (1987)|1987|10|1
1577|Death in the Garden (Mort en ce jardin, La) (1956)|1956|9|1
1578|Collectionneuse, La (1967)|1967|9|1
1579|Baton Rouge (1988)|1988|17|1
1580|Liebelei (1933)|1933|15|1
1581|Woman in Question, The (1950)|1950|14|1
1582|T-Men (1947)|1947|11|0
1583|Invitation, The (Zaproszenie) (1986)|1986|9|1
1584|Symphonie pastorale, La (1946)|1946|9|1
1585|American Dream (1990)|1990|8|2
1586|Lashou shentan (1992)|1992|2|0
1587|Terror in a Texas Town (1958)|1958|19|1
1588|Salut cousin! (1996)|1997|6|2
1589|Schizopolis (1996)|1997|6|4
1590|To Have, or Not (1995)|1997|9|2
1591|Duoluo tianshi (1995)|1998|9|5
1592|Magic Hour, The (1998)|1998|9|5
1593|Death in Brunswick (1991)|1996|6|1
1594|Everest (1998)|1998|8|2
1595|Shopping (1994)|1996|2|1
1596|Nemesis 2: Nebula (1995)|1995|2|1
1597|Romper Stomper (1992)|1992|2|5
1598|City of Industry (1997)|1997|7|6
1599|Someone Else's America (1995)|1996|9|1
1600|Guantanamera (1994)|1997|6|4
1601|Office Killer (1997)|1997|17|1
1602|Price Above Rubies, A (1998)|1998|9|3
1603|Angela (1995)|1996|9|1
1604|He Walked by Night (1948)|1948|7|1
1605|Love Serenade (1996)|1997|6|4
1606|Deceiver (1997)|1997|7|1
1607|Hurricane Streets (1998)|1998|9|3
1608|Buddy (1997)|1997|3|4
1609|B*A*P*S (1997)|1997|6|3
1610|Truth or Consequences, N.M. (1997)|1997|2|3
1611|Intimate Relations (1996)|1997|6|2
1612|Leading Man, The (1996)|1998|15|4
1613|Tokyo Fist (1995)|1998|2|1
1614|Reluctant Debutante, The (1958)|1958|6|1
1615|Warriors of Virtue (1997)|1997|2|10
1616|Desert Winds (1995)|1995|9|1
1617|Hugo Pool (1997)|1997|15|2
1618|King of New York (1990)|1990|2|1
1619|All Things Fair (1996)|1996|9|1
1620|Sixth Man, The (1997)|1997|6|9
1621|Butterfly Kiss (1995)|1996|17|1
1622|Paris, France (1993)|1993|6|3
1623|C�r�monie, La (1995)|1996|9|3
1624|Hush (1998)|1998|17|1
1625|Nightwatch (1997)|1997|12|1
1626|Nobody Loves Me (Keiner liebt mich) (1994)|1996|6|1
1627|Wife, The (1995)|1996|6|1
1628|Lamerica (1994)|1994|9|4
1629|Nico Icon (1995)|1995|8|2
1630|Silence of the Palace, The (Saimt el Qusur) (1994)|1996|9|1
1631|Slingshot, The (1993)|1993|6|2
1632|Land and Freedom (Tierra y libertad) (1995)|1996|18|1
1633|� k�ldum klaka (Cold Fever) (1994)|1996|6|1
1634|Etz Hadomim Tafus (Under the Domin Tree) (1994)|1996|9|1
1635|Two Friends (1986) |1986|9|1
1636|Brothers in Trouble (1995)|1996|9|1
1637|Girls Town (1996)|1996|9|1
1638|Normal Life (1996)|1996|7|1
1639|Bitter Sugar (Azucar Amargo) (1996)|1996|9|3
1640|Eighth Day, The (1996)|1996|9|1
1641|Dadetown (1995)|1996|8|1
1642|Some Mother's Son (1996)|1996|9|2
1643|Angel Baby (1995)|1997|9|4
1644|Sudden Manhattan (1996)|1997|6|2
1645|Butcher Boy, The (1998)|1998|9|1
1646|Men With Guns (1997)|1998|2|2
1647|Hana-bi (1997)|1998|6|1
1648|Niagara, Niagara (1997)|1998|9|1
1649|Big One, The (1997)|1998|6|1
1650|Butcher Boy, The (1998)|1998|9|1
1651|Spanish Prisoner, The (1997)|1998|9|1
1652|Temptress Moon (Feng Yue) (1996)|1997|15|3
1653|Entertaining Angels: The Dorothy Day Story (1996)|1996|9|1
1654|Chairman of the Board (1998)|1998|6|1
1655|Favor, The (1994)|1994|6|1
1656|Little City (1998)|1998|6|2
1657|Target (1995)|1996|2|1
1658|Substance of Fire, The (1996)|1996|9|3
1659|Getting Away With Murder (1996)|1996|6|1
1660|Small Faces (1995)|1996|9|1
1661|New Age, The (1994)|1994|9|1
1662|Rough Magic (1995)|1997|9|2
1663|Nothing Personal (1995)|1997|9|1
1664|8 Heads in a Duffel Bag (1997)|1997|6|4
1665|Brother's Kiss, A (1997)|1997|9|1
1666|Ripe (1996)|1997|9|1
1667|Next Step, The (1995)|1997|9|1
1668|Wedding Bell Blues (1996)|1997|6|1
1669|MURDER and murder (1996)|1997|7|1
1670|Tainted (1998)|1998|6|1
1671|Further Gesture, A (1996)|1998|9|1
1672|Kika (1993)|1993|9|2
1673|Mirage (1995)|1995|2|1
1674|Mamma Roma (1962)|1962|9|1
1675|Sunchaser, The (1996)|1996|9|1
1676|War at Home, The (1996)|1996|9|1
1677|Sweet Nothing (1995)|1996|9|1
1678|Mat' i syn (1997)|1998|9|1
1679|B. Monkey (1998)|1998|15|1
1680|Sliding Doors (1998)|1998|9|1
1681|You So Crazy (1994)|1994|6|1
1682|Scream of Stone (Schrei aus Stein) (1991)|1996|9|1
